controller,unified,endpoint,route,verb,requestLegacy,requestUnified,responseLegacy,responseUnified,authorization,metadata,legacyService,unifiedService,statusCodes,classification,compatibility,note
ObjectiveActivitiesController,UnifiedObjectiveActivitiesController,SetProgress,api/objectiveactivities/{id:int}/progress,PUT,Int32 id default= ;Int32 visitId default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Int32 value default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Int32 id default= ;Int32 visitId default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];Int32 value default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int}/progress,Order=0,Name=",IObjectiveActivityService.SetProgressAsync,IUnifiedObjectiveActivityService.SetProgressAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivityUsersController,UnifiedObjectiveActivityUsersController,GetByActivity,api/objectiveactivityusers/by-activity/{objectiveActivityId:int},GET,Int32 objectiveActivityId default= ;CancellationToken ct default= ,Int32 objectiveActivityId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ObjectiveActivityUserDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ObjectiveActivityUserDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-activity/{objectiveActivityId:int},Order=0,Name=",IObjectiveActivityUserService.ListByActivityAsync,IUnifiedObjectiveActivityUserService.ListByActivityAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivityUsersController,UnifiedObjectiveActivityUsersController,Assign,api/objectiveactivityusers/assign,POST,AssignObjectiveActivityUserRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AssignObjectiveActivityUserRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ObjectiveActivityUserDTO>>>,Task<ActionResult<ServiceResult<ObjectiveActivityUserDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=assign,Order=0,Name=",IObjectiveActivityUserService.AssignAsync,IUnifiedObjectiveActivityUserService.AssignAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivityUsersController,UnifiedObjectiveActivityUsersController,Update,api/objectiveactivityusers/{id:int},PUT,Int32 id default= ;UpdateObjectiveActivityUserRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateObjectiveActivityUserRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ObjectiveActivityUserDTO>>>,Task<ActionResult<ServiceResult<ObjectiveActivityUserDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IObjectiveActivityUserService.UpdateAsync,IUnifiedObjectiveActivityUserService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveActivityUsersController,UnifiedObjectiveActivityUsersController,Unassign,api/objectiveactivityusers/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IObjectiveActivityUserService.UnassignAsync,IUnifiedObjectiveActivityUserService.UnassignAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveTypesController,UnifiedObjectiveTypesController,List,api/objectivetypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveTypesController,UnifiedObjectiveTypesController,GetById,api/objectivetypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveTypesController,UnifiedObjectiveTypesController,Create,api/objectivetypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveTypesController,UnifiedObjectiveTypesController,Update,api/objectivetypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ObjectiveTypesController,UnifiedObjectiveTypesController,Delete,api/objectivetypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributeDefinitionsController,UnifiedProductAttributeDefinitionsController,GetByProductType,api/productattributedefinitions/by-product-type/{productTypeId:int},GET,Int32 productTypeId default= ;CancellationToken ct default= ,Int32 productTypeId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProductAttributeDefinitionListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProductAttributeDefinitionListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-product-type/{productTypeId:int},Order=0,Name=",IProductAttributeDefinitionService.ListByProductTypeAsync,IUnifiedProductAttributeDefinitionService.ListByProductTypeAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributeDefinitionsController,UnifiedProductAttributeDefinitionsController,GetById,api/productattributedefinitions/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductAttributeDefinitionDetailDTO>>>,Task<ActionResult<ServiceResult<ProductAttributeDefinitionDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProductAttributeDefinitionService.GetByIdAsync,IUnifiedProductAttributeDefinitionService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributeDefinitionsController,UnifiedProductAttributeDefinitionsController,Create,api/productattributedefinitions,POST,AddProductAttributeDefinitionRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddProductAttributeDefinitionRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductAttributeDefinitionDetailDTO>>>,Task<ActionResult<ServiceResult<ProductAttributeDefinitionDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProductAttributeDefinitionService.CreateAsync,IUnifiedProductAttributeDefinitionService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributeDefinitionsController,UnifiedProductAttributeDefinitionsController,Update,api/productattributedefinitions/{id:int},PUT,Int32 id default= ;UpdateProductAttributeDefinitionRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateProductAttributeDefinitionRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductAttributeDefinitionDetailDTO>>>,Task<ActionResult<ServiceResult<ProductAttributeDefinitionDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProductAttributeDefinitionService.UpdateAsync,IUnifiedProductAttributeDefinitionService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributeDefinitionsController,UnifiedProductAttributeDefinitionsController,Delete,api/productattributedefinitions/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<Boolean>>>,Task<ActionResult<ServiceResult<Boolean>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProductAttributeDefinitionService.DeleteAsync,IUnifiedProductAttributeDefinitionService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributesController,UnifiedProductAttributesController,GetAll,api/productattributes,GET,Boolean onlyActives default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Boolean onlyActives default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProductAttributeListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProductAttributeListItemDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IProductAttributeService.ListAsync,IUnifiedProductAttributeService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributesController,UnifiedProductAttributesController,GetById,api/productattributes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductAttributeDetailDTO>>>,Task<ActionResult<ServiceResult<ProductAttributeDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProductAttributeService.GetByIdAsync,IUnifiedProductAttributeService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributesController,UnifiedProductAttributesController,Create,api/productattributes,POST,AddProductAttributeRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddProductAttributeRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductAttributeDetailDTO>>>,Task<ActionResult<ServiceResult<ProductAttributeDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProductAttributeService.CreateAsync,IUnifiedProductAttributeService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributesController,UnifiedProductAttributesController,Update,api/productattributes/{id:int},PUT,Int32 id default= ;UpdateProductAttributeRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateProductAttributeRequestDTO dto default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductAttributeDetailDTO>>>,Task<ActionResult<ServiceResult<ProductAttributeDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProductAttributeService.UpdateAsync,IUnifiedProductAttributeService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductAttributesController,UnifiedProductAttributesController,Delete,api/productattributes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProductAttributeService.DeleteAsync,IUnifiedProductAttributeService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductsController,UnifiedProductsController,GetAll,api/products,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProductListItemResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProductListItemResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IProductService.ListAsync,IUnifiedProductService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,INTENTIONAL_CHANGE,Existing Shared Product/author contract reused. Independent ProjectId nullable; external authors have UserId null and explicit AuthorId/ExternalResearcherId. Institutional writers unchanged. External author selection remains unsupported.
ProductsController,UnifiedProductsController,GetById,api/products/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductDetailResponseDTO>>>,Task<ActionResult<ServiceResult<ProductDetailResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProductService.GetByIdAsync,IUnifiedProductService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,INTENTIONAL_CHANGE,Existing Shared Product/author contract reused. Independent ProjectId nullable; external authors have UserId null and explicit AuthorId/ExternalResearcherId. Institutional writers unchanged. External author selection remains unsupported.
ProductsController,UnifiedProductsController,GetByProject,api/products/by-project/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProductListItemResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProductListItemResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-project/{projectId:int},Order=0,Name=",IProductService.ListByProjectAsync,IUnifiedProductService.ListByProjectAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,INTENTIONAL_CHANGE,Existing Shared Product/author contract reused. Independent ProjectId nullable; external authors have UserId null and explicit AuthorId/ExternalResearcherId. Institutional writers unchanged. External author selection remains unsupported.
ProductsController,UnifiedProductsController,Create,api/products,POST,ProductCreateRequestDTO body default= ;CancellationToken ct default= ,ProductCreateRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductDetailResponseDTO>>>,Task<ActionResult<ServiceResult<ProductDetailResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProductService.CreateAsync,IUnifiedProductService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,INTENTIONAL_CHANGE,Existing Shared Product/author contract reused. Independent ProjectId nullable; external authors have UserId null and explicit AuthorId/ExternalResearcherId. Institutional writers unchanged. External author selection remains unsupported.
ProductsController,UnifiedProductsController,Update,api/products/{id:int},PUT,Int32 id default= ;ProductUpdateRequestDTO body default= ;CancellationToken ct default= ,Int32 id default= ;ProductUpdateRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductDetailResponseDTO>>>,Task<ActionResult<ServiceResult<ProductDetailResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IProductService.UpdateAsync,IUnifiedProductService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,INTENTIONAL_CHANGE,Existing Shared Product/author contract reused. Independent ProjectId nullable; external authors have UserId null and explicit AuthorId/ExternalResearcherId. Institutional writers unchanged. External author selection remains unsupported.
ProductsController,UnifiedProductsController,Delete,api/products/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IProductService.DeleteAsync,IUnifiedProductService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypeDesignController,UnifiedProductTypeDesignController,Get,api/producttypedesign,GET,Nullable<Int32> productTypeId default= ;CancellationToken ct default= ,Nullable<Int32> productTypeId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductTypeDesignDetailDTO>>>,Task<ActionResult<ServiceResult<ProductTypeDesignDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=;HttpGetAttribute:HttpMethods=GET,Template={productTypeId:int},Order=0,Name=",IProductTypeDesignService.GetDesignAsync,IUnifiedProductTypeDesignService.GetDesignAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypeDesignController,UnifiedProductTypeDesignController,Get,api/producttypedesign/{productTypeId:int},GET,Nullable<Int32> productTypeId default= ;CancellationToken ct default= ,Nullable<Int32> productTypeId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductTypeDesignDetailDTO>>>,Task<ActionResult<ServiceResult<ProductTypeDesignDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=;HttpGetAttribute:HttpMethods=GET,Template={productTypeId:int},Order=0,Name=",IProductTypeDesignService.GetDesignAsync,IUnifiedProductTypeDesignService.GetDesignAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypeDesignController,UnifiedProductTypeDesignController,Save,api/producttypedesign,POST,SaveProductTypeDesignRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,SaveProductTypeDesignRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProductTypeDesignDetailDTO>>>,Task<ActionResult<ServiceResult<ProductTypeDesignDetailDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProductTypeDesignService.SaveDesignAsync,IUnifiedProductTypeDesignService.SaveDesignAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypesController,UnifiedProductTypesController,List,api/producttypes,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypesController,UnifiedProductTypesController,GetById,api/producttypes/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypesController,UnifiedProductTypesController,Create,api/producttypes,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypesController,UnifiedProductTypesController,Update,api/producttypes/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProductTypesController,UnifiedProductTypesController,Delete,api/producttypes/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionsController,UnifiedProjectExtensionsController,GetAll,api/projectextensions,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectExtensionListResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectExtensionListResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",IProjectExtensionService.ListAsync,IUnifiedProjectExtensionService.ListAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionsController,UnifiedProjectExtensionsController,GetById,api/projectextensions/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectExtensionListResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectExtensionListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IProjectExtensionService.GetByIdAsync,IUnifiedProjectExtensionService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionsController,UnifiedProjectExtensionsController,GetByProject,api/projectextensions/by-project/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectExtensionListResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<ProjectExtensionListResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-project/{projectId:int},Order=0,Name=",IProjectExtensionService.ListByProjectAsync,IUnifiedProjectExtensionService.ListByProjectAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
ProjectExtensionsController,UnifiedProjectExtensionsController,Create,api/projectextensions,POST,AddProjectExtensionRequestDTO body default= ;CancellationToken ct default= ,AddProjectExtensionRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<ProjectExtensionListResponseDTO>>>,Task<ActionResult<ServiceResult<ProjectExtensionListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IProjectExtensionService.CreateAsync,IUnifiedProjectExtensionService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
